0	0	1
0	6561	1
0	6562	1
0	6852	1
0	7278	1
0	976	1
0	2195	1
0	8921	1
0	10651	1
0	10653	1
0	191	1
0	8138	0
0	10070	0
0	1855	0
0	6476	0
0	3796	0
0	1370	0
0	13996	0
0	6894	0
0	380	0
0	7736	0
0	1173	0
1	0	1
1	7557	1
1	4232	1
1	6538	1
1	8203	1
1	4879	1
1	4263	1
1	5800	1
1	12328	1
1	4011	1
1	12335	1
1	9392	1
1	12210	1
1	10678	1
1	10679	1
1	6200	1
1	10558	1
1	12479	1
1	2628	1
1	9670	1
1	1995	1
1	4555	1
1	3923	1
1	11861	1
1	4828	1
1	4829	1
1	11869	1
1	7263	1
1	11876	1
1	12391	1
1	8812	1
1	10737	1
1	11890	1
1	6901	1
1	6522	1
1	4478	1
1	13014	0
1	1743	0
1	8340	0
1	4731	0
1	7884	0
1	13504	0
1	14054	0
1	11799	0
1	10150	0
1	13928	0
1	7430	0
1	2827	0
1	14482	0
1	12191	0
1	6103	0
1	7516	0
1	1022	0
1	5614	0
1	8805	0
1	2831	0
1	12819	0
1	8730	0
1	2164	0
1	9296	0
1	111	0
1	1543	0
1	4591	0
1	3637	0
1	12531	0
1	12750	0
1	7698	0
1	4951	0
1	5859	0
1	8196	0
1	7311	0
1	9258	0
2	0	1
2	1920	1
2	2695	1
2	5144	1
2	10781	1
2	11423	1
2	11807	1
2	13987	1
2	551	1
2	4652	1
2	7725	1
2	4408	1
2	6217	1
2	594	1
2	11733	1
2	9303	1
2	8536	1
2	10712	1
2	8023	1
2	8028	1
2	2022	1
2	8301	1
2	6383	1
2	12886	0
2	11311	0
2	10270	0
2	4996	0
2	13431	0
2	13966	0
2	11621	0
2	5583	0
2	4124	0
2	14496	0
2	7145	0
2	6487	0
2	4049	0
2	13639	0
2	7953	0
2	9392	0
2	95	0
2	6434	0
2	1149	0
2	3058	0
2	11406	0
2	8949	0
2	3452	0
3	1	1
3	6917	1
3	8466	1
3	12821	1
3	13975	1
3	3612	1
3	9757	1
3	12967	1
3	4520	1
3	6063	1
3	7482	1
3	3386	1
3	3138	1
3	6343	1
3	10954	1
3	8406	1
3	10970	1
3	4061	1
3	4062	1
3	6114	1
3	6115	1
3	4196	1
3	7399	1
3	7667	1
3	5507	0
3	2666	0
3	2659	0
3	11154	0
3	7856	0
3	14072	0
3	10406	0
3	1941	0
3	13972	0
3	8720	0
3	11762	0
3	13914	0
3	2890	0
3	6870	0
3	198	0
3	49	0
3	8152	0
3	3733	0
3	2052	0
3	799	0
3	490	0
3	1423	0
3	132	0
3	2820	0
4	2	1
4	4486	1
4	4367	1
4	4114	1
4	2579	1
4	2580	1
4	2331	1
4	6941	1
4	2993	1
4	2495	1
4	10574	1
4	1747	1
4	13653	1
4	6103	1
4	3552	1
4	8800	1
4	4706	1
4	3815	1
4	4335	1
4	12784	1
4	2301	1
4	10879	1
4	9308	0
4	2714	0
4	652	0
4	1447	0
4	9660	0
4	10166	0
4	213	0
4	7587	0
4	1010	0
4	9338	0
4	5644	0
4	10393	0
4	973	0
4	3483	0
4	7391	0
4	3847	0
4	3465	0
4	237	0
4	11488	0
4	6886	0
4	899	0
4	3122	0
5	2	1
5	1282	1
5	137	1
5	9976	1
5	7185	1
5	278	1
5	4514	1
5	12326	1
5	9000	1
5	4266	1
5	2347	1
5	8362	1
5	7472	1
5	10296	1
5	827	1
5	10049	1
5	4034	1
5	208	1
5	10321	1
5	3670	1
5	2008	1
5	9560	1
5	11868	1
5	5097	1
5	2544	1
5	7409	1
5	9586	1
5	12784	1
5	11252	1
5	12277	1
5	7672	1
5	1148	1
5	6495	0
5	6334	0
5	13733	0
5	13489	0
5	14537	0
5	8464	0
5	3563	0
5	4480	0
5	4336	0
5	7044	0
5	8689	0
5	1919	0
5	13329	0
5	7448	0
5	9787	0
5	1964	0
5	2854	0
5	316	0
5	7446	0
5	2464	0
5	12202	0
5	1553	0
5	10667	0
5	4647	0
5	7592	0
5	5542	0
5	8076	0
5	13985	0
5	8874	0
5	8057	0
5	9306	0
5	8165	0
6	5	1
6	801	0
7	7408	1
7	5	1
7	7415	1
7	39	0
7	11129	0
7	2516	0
8	13249	1
8	7	1
8	1832	1
8	5897	1
8	9640	1
8	10696	1
8	4908	1
8	13865	1
8	13944	1
8	6995	1
8	6996	1
8	9720	1
8	13823	1
8	11673	0
8	12355	0
8	14065	0
8	1384	0
8	11641	0
8	5133	0
8	2453	0
8	357	0
8	9399	0
8	6636	0
8	13655	0
8	9553	0
8	7466	0
9	5314	1
9	1828	1
9	7	1
9	7340	1
9	878	1
9	5298	1
9	1949	1
9	2222	0
9	2240	0
9	5996	0
9	10545	0
9	9168	0
9	10415	0
9	12853	0
10	7	1
10	4908	1
10	8238	1
10	5972	1
10	2645	1
10	7002	1
10	12211	0
10	11343	0
10	5212	0
10	7383	0
10	701	0
10	1598	0
11	6784	1
11	4764	1
11	12677	1
11	2823	1
11	9	1
11	2473	1
11	3113	1
11	2987	1
11	3785	1
11	3183	1
11	3228	1
11	1834	0
11	11263	0
11	4591	0
11	7761	0
11	3257	0
11	11662	0
11	7418	0
11	6119	0
11	5795	0
11	12602	0
11	896	0
12	10	1
12	7046	0
13	129	1
13	10	1
13	132	1
13	130	1
13	3736	0
13	12366	0
13	3117	0
13	3041	0
14	514	1
14	10743	1
14	4091	1
14	10	1
14	2507	1
14	11979	1
14	12267	1
14	2478	1
14	13071	1
14	12720	1
14	14062	1
14	14258	1
14	3476	1
14	2454	1
14	3542	1
14	10806	1
14	1147	1
14	4126	1
14	1479	0
14	7596	0
14	9134	0
14	2992	0
14	4421	0
14	9791	0
14	13497	0
14	321	0
14	3996	0
14	463	0
14	5213	0
14	6421	0
14	5131	0
14	10746	0
14	11054	0
14	7223	0
14	14009	0
14	14401	0
15	7345	1
15	10	1
15	9085	1
15	459	0
15	7088	0
15	12646	0
16	12	1
16	11217	1
16	9461	1
16	10360	1
16	9529	1
16	8156	1
16	2557	1
16	8350	1
16	8359	0
16	14045	0
16	2730	0
16	3975	0
16	7050	0
16	9656	0
16	10208	0
16	2731	0
17	12	1
17	5391	0
18	932	1
18	3594	1
18	3595	1
18	12	1
18	3596	1
18	2414	1
18	3999	1
18	1169	0
18	7835	0
18	8545	0
18	9227	0
18	4300	0
18	10680	0
18	6837	0
19	13	1
19	1678	0
20	1560	1
20	1097	1
20	14	1
20	2081	1
20	8285	0
20	14264	0
20	210	0
20	5599	0
21	14	1
21	2107	0
22	13091	1
22	12932	1
22	9901	1
22	15	1
22	10801	1
22	13554	1
22	5469	1
22	102	0
22	9865	0
22	5829	0
22	9429	0
22	260	0
22	10235	0
22	8514	0
23	13185	1
23	3590	1
23	5129	1
23	3466	1
23	15	1
23	787	1
23	1043	1
23	4245	1
23	12444	1
23	13087	1
23	3488	1
23	9632	1
23	2730	1
23	13100	1
23	9007	1
23	1456	1
23	306	1
23	1335	1
23	11579	1
23	5436	1
23	10429	1
23	10561	1
23	7876	1
23	13514	1
23	13516	1
23	12114	1
23	13522	1
23	3031	1
23	13528	1
23	2137	1
23	14297	1
23	992	1
23	481	1
23	1506	1
23	13792	1
23	8037	1
23	4458	1
23	5354	1
23	10090	1
23	6778	1
23	8063	1
23	4445	0
23	9274	0
23	849	0
23	6027	0
23	13664	0
23	1332	0
23	5262	0
23	10567	0
23	860	0
23	5002	0
23	1170	0
23	8271	0
23	12074	0
23	13357	0
23	3678	0
23	10854	0
23	11732	0
23	1148	0
23	8997	0
23	1942	0
23	5021	0
23	10419	0
23	7754	0
23	385	0
23	11657	0
23	11656	0
23	14323	0
23	5867	0
23	5486	0
23	1348	0
23	10758	0
23	7855	0
23	139	0
23	9964	0
23	2318	0
23	5991	0
23	13165	0
23	8470	0
23	14060	0
23	7738	0
23	13856	0
24	13091	1
24	12932	1
24	9901	1
24	15	1
24	10801	1
24	13554	1
24	5469	1
24	9045	0
24	5640	0
24	159	0
24	12538	0
24	6342	0
24	12080	0
24	1097	0
25	13091	1
25	12932	1
25	9901	1
25	15	1
25	10801	1
25	13554	1
25	5469	1
25	9465	0
25	4192	0
25	8001	0
25	8340	0
25	4773	0
25	13133	0
25	6409	0
26	13091	1
26	12932	1
26	9901	1
26	15	1
26	10801	1
26	13554	1
26	5469	1
26	11749	0
26	7103	0
26	5712	0
26	13893	0
26	3214	0
26	2962	0
26	7828	0
27	13091	1
27	12932	1
27	9901	1
27	15	1
27	10801	1
27	13554	1
27	5469	1
27	8083	0
27	8283	0
27	13859	0
27	14263	0
27	8119	0
27	14348	0
27	7071	0
28	11520	1
28	4737	1
28	12932	1
28	4615	1
28	3594	1
28	3595	1
28	15	1
28	5915	1
28	13091	1
28	9901	1
28	3631	1
28	10801	1
28	1845	1
28	2618	1
28	2883	1
28	5469	1
28	3563	1
28	4207	1
28	4591	1
28	5743	1
28	13554	1
28	761	1
28	10067	0
28	14104	0
28	7285	0
28	14496	0
28	4685	0
28	6012	0
28	7450	0
28	11836	0
28	13209	0
28	9803	0
28	2324	0
28	6128	0
28	13907	0
28	2238	0
28	5940	0
28	12628	0
28	8872	0
28	5504	0
28	1490	0
28	592	0
28	5668	0
28	13741	0
29	13091	1
29	12932	1
29	9901	1
29	15	1
29	10801	1
29	13554	1
29	5469	1
29	9947	0
29	4956	0
29	6102	0
29	13955	0
29	6292	0
29	8158	0
29	13428	0
30	13091	1
30	12932	1
30	9901	1
30	15	1
30	10801	1
30	13554	1
30	5469	1
30	6790	0
30	6375	0
30	13034	0
30	1490	0
30	1802	0
30	13984	0
30	5897	0
31	13091	1
31	12932	1
31	9901	1
31	15	1
31	10801	1
31	13554	1
31	5469	1
31	19	0
31	394	0
31	9539	0
31	1812	0
31	6680	0
31	9004	0
31	5411	0
32	13091	1
32	12932	1
32	1477	1
32	9901	1
32	15	1
32	10801	1
32	5714	1
32	13554	1
32	5469	1
32	9181	1
32	4018	0
32	9395	0
32	2223	0
32	3273	0
32	6800	0
32	11741	0
32	6373	0
32	2124	0
32	14451	0
32	6396	0
33	4481	1
33	6145	1
33	5253	1
33	5382	1
33	1544	1
33	9615	1
33	16	1
33	529	1
33	6288	1
33	12951	1
33	7192	1
33	1305	1
33	10137	1
33	12184	1
33	9724	1
33	14109	1
33	9118	1
33	13472	1
33	13473	1
33	14240	1
33	9507	1
33	3748	1
33	2216	1
33	6313	1
33	6314	1
33	5163	1
33	6442	1
33	13483	1
33	441	1
33	4666	1
33	446	1
33	9793	1
33	322	1
33	8004	1
33	6855	1
33	3149	1
33	12240	1
33	1875	1
33	11350	1
33	14424	1
33	8926	1
33	13281	1
33	5986	1
33	11747	1
33	484	1
33	4068	1
33	6372	1
33	5223	1
33	11364	1
33	2409	1
33	10220	1
33	8429	1
33	7537	1
33	4978	1
33	1651	1
33	13044	1
33	4471	1
33	5370	1
33	1019	1
33	9212	1
33	7763	0
33	11179	0
33	9351	0
33	3529	0
33	1254	0
33	5432	0
33	8245	0
33	5564	0
33	12616	0
33	3293	0
33	13052	0
33	2359	0
33	7840	0
33	4775	0
33	2652	0
33	8518	0
33	1606	0
33	2630	0
33	625	0
33	303	0
