0	24975
1	59065
2	63335
3	68756
4	54794
5	35681
6	30229
7	37474
8	39023
9	57360
10	37784
11	48713
12	40095
13	43942
14	64226
15	33098
16	50772
17	68900
18	30102
19	41697
20	42788
21	66566
22	57170
23	71344
24	47713
25	64223
26	40107
27	27174
28	53019
29	53020
30	74640
31	26417
32	53515
33	53516
34	53517
35	38307
36	55342
37	66558
38	27847
39	38633
40	57632
41	38184
42	46953
43	45673
44	36528
45	41709
46	47242
47	25520
48	30430
49	40153
50	58619
51	35310
52	68788
53	31849
54	34361
55	37829
56	32570
57	37097
58	48333
59	42771
60	35099
61	60892
62	29954
63	36002
64	26755
65	28666
66	54795
67	47336
68	29646
69	46002
70	24658
71	56354
72	34788
73	53586
74	44301
75	26334
76	68356
77	42481
78	61764
79	44675
80	30771
81	39808
82	26335
83	69864
84	60554
85	62831
86	30881
87	73174
88	70743
89	33726
90	57175
91	45919
92	64882
93	52145
94	42910
95	52954
96	70326
97	26336
98	40715
99	40716
100	40717
101	40718
102	40719
103	40720
104	40721
105	40722
106	37891
107	28633
108	45937
109	28634
110	63874
111	38532
112	65937
113	41702
114	30230
115	26756
116	51360
117	39728
118	74601
119	62591
120	70704
121	55270
122	65720
123	62446
124	73704
125	74602
126	55723
127	56434
128	31069
129	44575
130	44576
131	44577
132	44578
133	65721
134	67270
135	56750
136	44829
137	47719
138	24659
139	74394
140	47610
141	31953
142	64883
143	36885
144	61165
145	44538
146	64697
147	64772
148	33524
149	64425
150	36380
151	24972
152	58736
153	55413
154	24934
155	26420
156	45437
157	37346
158	55349
159	58737
160	47277
161	43425
162	37692
163	38980
164	65647
165	60743
166	73706
167	29250
168	47735
169	36381
170	74007
171	48269
172	69849
173	62087
174	35925
175	59811
176	49741
177	45625
178	35612
179	40250
180	37830
181	69426
182	73883
183	37475
184	53095
185	37361
186	31954
187	59585
188	56355
189	36845
190	46414
191	24976
192	52486
193	29445
194	33020
195	36846
196	35990
197	36985
198	43092
199	35100
200	66192
201	47278
202	27450
203	69948
204	66294
205	24837
206	50448
207	58035
208	31804
209	45619
210	26757
211	29873
212	70245
213	61051
214	31700
215	41743
216	30837
217	31935
218	49696
219	39207
220	38950
221	47580
222	72009
223	52955
224	46992
225	38590
226	63897
227	57083
228	46232
229	52487
230	28364
231	47652
232	67276
233	61021
234	74464
235	36367
236	47611
237	53853
238	63875
239	56917
240	56918
241	59322
242	31955
243	35030
244	62254
245	33765
246	70744
247	44976
248	53376
249	38634
250	59471
251	70844
252	30486
253	32427
254	33717
255	67641
256	31070
257	58729
258	72010
259	35101
260	39257
261	36847
262	62862
263	26758
264	67793
265	30557
266	58738
267	41521
268	53867
269	41402
270	38308
271	24251
272	70327
273	45920
274	57430
275	59704
276	37570
277	37571
278	67927
279	56793
280	25158
281	44808
282	41745
283	54491
284	25068
285	62341
286	38246
287	24660
288	47220
289	54261
290	67182
291	31292
292	28256
293	25721
294	72583
295	55409
296	44697
297	44698
298	50005
299	71755
300	26759
301	42930
302	37250
303	33324
304	36146
305	64698
306	34583
307	33137
308	26317
309	64795
310	46050
311	64227
312	46112
313	31038
314	33285
315	60855
316	46618
317	36886
318	70647
319	35618
320	38200
321	25375
322	50773
323	35724
324	31281
325	69871
326	56767
327	24661
328	73238
329	43547
330	52348
331	29925
332	29926
333	29927
334	64393
335	41670
336	59265
337	31081
338	41522
339	47736
340	27203
341	36476
342	37831
343	35053
344	68449
345	49618
346	34337
347	42470
348	42471
349	52081
350	40202
351	44539
352	46557
353	40769
354	31956
355	57662
356	54259
357	49180
358	49181
359	42265
360	48137
361	42340
362	59434
363	33718
364	37708
365	29928
366	46959
367	37133
368	48566
369	56528
370	31701
371	28014
372	49601
373	25636
374	28568
375	55169
376	25476
377	33286
378	49182
379	30772
380	62210
381	36392
382	52057
383	64533
384	49164
385	47833
386	30231
387	43372
388	71586
389	45126
390	54315
391	60922
392	26051
393	38309
394	37413
395	45617
396	73851
397	36378
398	43509
399	31374
400	31082
401	49145
402	38428
403	26544
404	58506
405	55574
406	36572
407	54178
408	29558
409	58274
410	40274
411	40125
412	32128
413	38543
414	33690
415	41066
416	33453
417	66496
418	53850
419	53851
420	32911
421	51995
422	26536
423	67685
424	57198
425	28525
426	47877
427	43060
428	57199
429	24312
430	32300
431	36477
432	51007
433	66454
434	58527
435	64956
436	27175
437	26760
438	46619
439	40203
440	74489
441	50774
442	66308
443	46051
444	43088
445	34255
446	32506
447	25002
448	72054
449	44197
450	47279
451	38429
452	29336
453	39934
454	27230
455	73888
456	50871
457	50662
458	31621
459	30487
460	24968
461	55364
462	35054
463	43826
464	36597
465	39109
466	26234
467	47575
468	32951
469	37041
470	47337
471	26761
472	72011
473	64011
474	67857
475	26762
476	73890
477	59582
478	56237
479	47019
480	27330
481	34584
482	58683
483	60646
484	27331
485	40889
486	28495
487	46402
488	39729
489	48692
490	24662
491	30902
492	47027
493	36787
494	30139
495	26679
496	61332
497	29647
498	58275
499	71714
500	55782
501	53154
502	37832
503	73673
504	55026
505	48088
506	73639
507	64699
508	39809
509	64426
510	40204
511	61773
512	37362
513	39428
514	36478
515	70906
516	43602
517	56676
518	58180
519	32669
520	60422
521	36479
522	31071
523	52488
524	25438
525	31010
526	50130
527	33262
528	29326
529	32507
530	28257
531	51538
532	32114
533	30196
534	72012
535	31767
536	59696
537	35039
538	64354
539	39969
540	39970
541	35806
542	47737
543	67119
544	35417
545	42125
546	32142
547	36203
548	53021
549	52997
550	51194
551	26545
552	39810
553	37347
554	56439
555	43330
556	62342
557	28997
558	26643
559	53267
560	57449
561	38497
562	31072
563	42311
564	32508
565	35281
566	30488
567	47738
568	34019
569	30985
570	47878
571	54564
572	51612
573	56159
574	47739
575	35807
576	34141
577	48251
578	41710
579	47857
580	50087
581	54964
582	30489
583	38996
584	45237
585	33216
586	63946
587	64275
588	48633
589	40048
590	43782
591	47740
592	38739
593	29559
594	26763
595	53008
596	50230
597	31557
598	49848
599	29749
600	29648
601	45432
602	42492
603	41067
604	51996
605	24663
606	52805
607	69950
608	67953
609	27332
610	26764
611	58665
612	34256
613	51551
614	49183
615	34997
616	59383
617	46546
618	74008
619	27432
620	26052
621	73239
622	35994
623	74292
624	54239
625	49008
626	32156
627	33388
628	39971
629	60450
630	36887
631	73893
632	32952
633	38635
634	73894
635	39149
636	67868
637	25267
638	32614
639	55185
640	30490
641	62849
642	73386
643	68773
644	58276
645	59310
646	31083
647	42047
648	63136
649	59384
650	46099
651	55501
652	70651
653	42585
654	55847
655	37134
656	58147
657	43072
658	64243
659	41068
660	28932
661	54796
662	68471
663	33244
664	58528
665	45750
666	74314
667	37833
668	68133
669	68134
670	52062
671	52063
672	52127
673	32824
674	28965
675	31353
676	55732
677	40770
678	59435
679	63467
680	32301
681	51667
682	57633
683	29591
684	33570
685	56397
686	72584
687	38484
688	26623
689	51668
690	40287
691	29301
692	38535
693	64199
694	25281
695	73761
696	36393
697	50950
698	40856
699	50687
700	38055
701	46666
702	35850
703	25819
704	27333
705	68794
706	36888
707	70222
708	25069
709	44313
710	38636
711	58943
712	47280
713	49104
714	54436
715	36747
716	74322
717	60744
718	27204
719	66193
720	58739
721	40074
722	60292
723	65748
724	53759
725	68138
726	68139
727	29560
728	47127
729	68140
730	52041
731	52042
732	52043
733	60923
734	48376
735	31354
736	49165
737	31355
738	39493
739	73315
740	29561
741	68143
742	32571
743	25591
744	39494
745	53087
746	46415
747	43126
748	34362
749	24408
750	47653
751	26765
752	33543
753	29124
754	67278
755	36480
756	36148
757	26010
758	47871
759	70992
760	52142
761	28569
762	53155
763	54667
